금호2동,R10406,PC방,업종 예술·스포츠 > 유원지·오락 > PC방,금호2동,매출,"1,527","1,550","1,545","1,526","1,519","1,467","1,466","1,429","1,438","1,389","1,346","1,339","1,379"
금호2동,R10407,노래방,업종 예술·스포츠 > 유원지·오락 > 노래방,분석영역,매출,399,409,415,381,383,417,370,335,353,394,417,567,532
금호2동,P10629,그 외 기타 교육기관,업종 교육 > 기타 교육 > 그 외 기타 교육기관,분석영역,매출,342,349,342,0,0,0,0,0,0,0,0,0,0
금호2동,P10605,레크리에이션 교육기관,업종 교육 > 기타 교육 > 레크리에이션 교육기관,분석영역,매출,261,225,261,277,283,322,307,348,276,280,282,367,356
금호2동,P10611,미술학원,업종 교육 > 기타 교육 > 미술학원,분석영역,매출,428,372,383,442,427,433,365,366,357,463,403,339,346
금호2동,P10615,외국어학원,업종 교육 > 기타 교육 > 외국어학원,분석영역,매출,"1,587","1,865","1,828","1,749","1,924","2,044","1,787","2,050","1,902","1,950","1,944","1,799","1,626"
금호2동,P10603,요가/필라테스 학원,업종 교육 > 기타 교육 > 요가/필라테스 학원,금호2동,매출,717,832,669,800,849,748,781,745,796,861,755,686,628
금호2동,P10501,입시·교과학원,업종 교육 > 일반 교육 > 입시·교과학원,분석영역,매출,838,"1,040","1,051",930,971,938,957,925,889,953,999,936,"1,020"
금호2동,M10301,변호사,업종 과학·기술 > 법무관련 > 변호사,분석영역,매출,0,0,0,0,"2,154","2,178","1,874","1,929","1,749","2,239","1,966","1,774","2,120"
금호2동,M11301,사진촬영업,업종 과학·기술 > 사진 촬영 > 사진촬영업,금호2동,매출,0,0,0,0,0,0,0,100,258,329,528,559,295
금호2동,Q10402,유사 의료업,업종 보건의료 > 기타 보건 > 유사 의료업,분석영역,매출,331,277,355,307,312,362,461,444,445,473,550,511,418
금호2동,Q10102,일반병원,업종 보건의료 > 병원 > 일반병원,분석영역,매출,"35,852","33,961","32,376","33,488","33,571","34,204","35,303","36,649","35,256","35,384","37,000","37,675","37,139"
금호2동,Q10209,기타 의원,업종 보건의료 > 의원 > 기타 의원,분석영역,매출,"4,296","4,211","4,298","4,182","4,348","4,131","4,321","4,459","4,521","4,862","4,794","4,938","4,752"
